Date,Low,Open,Volume,High,Close,Adjusted Close
25-02-2003,0.2603569925,0.2621429861,188641600,0.2692860067,0.2682139874,0.2286303937
26-02-2003,0.2585709989,0.2676790059,217095200,0.2682139874,0.2589290142,0.2207157165
27-02-2003,0.2591069937,0.260179013,154341600,0.2678569853,0.2653569877,0.2261950821
28-02-2003,0.2637499869,0.2653569877,195098400,0.2694639862,0.2680360079,0.2284786999
03-03-2003,0.2598209977,0.2680360079,203761600,0.2707140148,0.2616069913,0.2229984105
04-03-2003,0.2578569949,0.2632139921,126414400,0.2644639909,0.2599999905,0.2216286659
05-03-2003,0.2592859864,0.2608929873,126683200,0.2642860115,0.2610709965,0.2225416303
06-03-2003,0.2571429908,0.2603569925,99859200,0.2607139945,0.2599999905,0.2216286659
07-03-2003,0.25553599,0.2583929896,200984000,0.2626790106,0.2594639957,0.2211717367
10-03-2003,0.2553569973,0.2591069937,134573600,0.2619639933,0.2566069961,0.2187364101
11-03-2003,0.2521429956,0.2564289868,161190400,0.2587499917,0.2541069984,0.2166053951
12-03-2003,0.2510710061,0.2530359924,222560800,0.2569639981,0.2539289892,0.2164536119
13-03-2003,0.2530359924,0.2583929896,335445600,0.2642860115,0.2628569901,0.2240640521
14-03-2003,0.2614290118,0.2621429861,153098400,0.2680360079,0.2639290094,0.2249777466
17-03-2003,0.2626790106,0.2658930123,399912800,0.2691070139,0.2680360079,0.2284786999
